doi	journal	pubMedId	pubMedUrl	publicationTitle	publicationYear	keywords	authors	grantNumber	gseAccns	gseUrls	srpAccns	srpUrls	dpgapAccns	dpgapUrls
10.3171/2019.6.FOCUS19346	Neurosurg Focus	31473678	https://www.ncbi.nlm.nih.gov/pubmed/?term=31473678	Mapping language dominance through the lens of the Wada test	2019	ECT = electroconvulsive therapy; ICA = internal carotid artery; MTL = mesial temporal lobe; PCA = posterior cerebral artery; Wada test; epilepsy; fMRI = functional MRI; language dominance; laterality; memory.	Bornali Kundu, John D Rolston, Ramesh Grandhi	"[""TR002539""]"	NA	NA	NA	NA	NA	NA
10.1016/j.ajhg.2019.07.019	Am J Hum Genet	31474318	https://www.ncbi.nlm.nih.gov/pubmed/?term=31474318	Redefining the Etiologic Landscape of Cerebellar Malformations	2019	Dandy-Walker malformation; autism; cerebellar hypoplasia; cerebellum; epilepsy; exome; genes; heterotopia; intellectual disability; twins.	Kimberly A Aldinger, Andrew E Timms, Zachary Thomson, Ghayda M Mirzaa, James T Bennett, Alexander B Rosenberg, Charles M Roco, Matthew Hirano, Fatima Abidi, Parthiv Haldipur, Chi V Cheng, Sarah Collins, Kaylee Park, Jordan Zeiger, Lynne M Overmann, Fowzan S Alkuraya, Leslie G Biesecker, Stephen R Braddock, Sara Cathey, Megan T Cho, Brian H Y Chung, David B Everman, Yuri A Zarate, Julie R Jones, Charles E Schwartz, Amy Goldstein, Robert J Hopkin, Ian D Krantz, Roger L Ladda, Kathleen A Leppig, Barbara C McGillivray, Susan Sell, Katherine Wusik, Joseph G Gleeson, Deborah A Nickerson, Michael J Bamshad, Dianne Gerrelli, Steven N Lisgo, Georg Seelig, Gisele E Ishak, A James Barkovich, Cynthia J Curry, Ian A Glass, Kathleen J Millen, Dan Doherty, William B Dobyns	"[""HD000836""]"	NA	NA	NA	NA	NA	NA
10.1016/j.ajhg.2019.07.020	Am J Hum Genet	31474320	https://www.ncbi.nlm.nih.gov/pubmed/?term=31474320	Germline 16p11.2 Microdeletion Predisposes to Neuroblastoma	2019	16p11.2 microdeletion; chromosomal abnormalities; copy number variation; de novo; genetic predisposition; genome-wide association study; germline; neuroblastoma; pediatric cancer; rare variant.	Laura E Egolf, Zalman Vaksman, Gonzalo Lopez, Jo Lynne Rokita, Apexa Modi, Patricia V Basta, Hakon Hakonarson, Andrew F Olshan, Sharon J Diskin	"[""HL138346""]"	NA	NA	NA	NA	"[""phs001436.v1.p1""]"	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001436.v1.p1
10.3791/59985	J Vis Exp	31475985	https://www.ncbi.nlm.nih.gov/pubmed/?term=31475985	High-Efficiency Generation of Antigen-Specific Primary Mouse Cytotoxic T Cells for Functional Testing in an Autoimmune Diabetes Model	2019	NA	Howard W Davidson, Joseph Ray Cepeda, Nitin S Sekhar, Junying Han, Ling Gao, Tomasz Sosinowski, Li Zhang	"[""CA125123""]"	NA	NA	NA	NA	NA	NA
10.1016/j.jagp.2019.07.016	Am J Geriatr Psychiatry	31477459	https://www.ncbi.nlm.nih.gov/pubmed/?term=31477459	Disruption of Neural Homeostasis as a Model of Relapse and Recurrence in Late-Life Depression	2019	Depression; aging; allostatic load; cognition; default mode network; depressive disorder; executive control network; geriatric; homeostasis; recurrence; relapse; remission; remitted; review; risk factors; stress.	Carmen Andreescu, Olusola Ajilore, Howard J Aizenstein, Kimberly Albert, Meryl A Butters, Bennett A Landman, Helmet T Karim, Robert Krafty, Warren D Taylor	"[""HD083211""]"	NA	NA	NA	NA	NA	NA
10.1016/j.jalz.2019.05.013	Alzheimers Dement	31477517	https://www.ncbi.nlm.nih.gov/pubmed/?term=31477517	Use of the CDR® plus NACC FTLD in mild FTLD: Data from the ARTFL/LEFFTDS consortium	2020	Behavior; CDR®; Comportment and personality; Frontotemporal dementia; Frontotemporal lobar degeneration; Language; NACC FTLD Module; Primary progressive aphasia.	Toji Miyagawa, Danielle Brushaber, Jeremy Syrjanen, Walter Kremers, Julie Fields, Leah K Forsberg, Hilary W Heuer, David Knopman, John Kornak, Adam Boxer, Howie Rosen, Bradley Boeve, ARTFL/LEFFTDS Consortium	"[""AG016976""]"	NA	NA	NA	NA	NA	NA
10.1038/s41467-019-11945-9	Nat Commun	31477734	https://www.ncbi.nlm.nih.gov/pubmed/?term=31477734	Acetyl-CoA flux regulates the proteome and acetyl-proteome to maintain intracellular metabolic crosstalk	2019	NA	Inca A Dieterich, Alexis J Lawton, Yajing Peng, Qing Yu, Timothy W Rhoads, Katherine A Overmyer, Yusi Cui, Eric A Armstrong, Porsha R Howell, Maggie S Burhans, Lingjun Li, John M Denu, Joshua J Coon, Rozalyn M Anderson, Luigi Puglielli	"[""HD090256""]"	NA	NA	NA	NA	NA	NA
10.1097/OPX.0000000000001417	Optom Vis Sci	31479021	https://www.ncbi.nlm.nih.gov/pubmed/?term=31479021	Application of Topographical Keratoconus Detection Metrics to Eyes of Individuals with Down Syndrome	2019	NA	Jason D Marsack, Julia S Benoit, Pete S Kollbaum, Heather A Anderson	"[""EY024590""]"	NA	NA	NA	NA	NA	NA
10.1371/journal.pbio.3000087	PLoS Biol	31479440	https://www.ncbi.nlm.nih.gov/pubmed/?term=31479440	Inhibition of Notch signaling rescues cardiovascular development in Kabuki Syndrome	2019	NA	Maria de Los Angeles Serrano, Bradley L Demarest, Tarlynn Tone-Pah-Hote, Martin Tristani-Firouzi, H Joseph Yost	"[""HL131003""]"	NA	NA	NA	NA	NA	NA
10.1007/s13181-019-00733-y	J Med Toxicol	31482319	https://www.ncbi.nlm.nih.gov/pubmed/?term=31482319	Recovery from Copperhead Snake Envenomation: Role of Age, Sex, Bite Location, Severity, and Treatment	2020	Agkistrodon; Antivenins; Copperhead; Envenomation; Fab; Snake.	Eric J Lavonas, Randy I Burnham, John Schwarz, Eugenia Quackenbush, Brandon Lewis, S Rutherfoord Rose, Spencer Greene, Eric A Toschlog, Nathan P Charlton, Michael E Mullins, Richard Schwartz, David Denning, Kapil Sharma, Kurt Kleinschmidt, Sean P Bush, Victoria E Anderson, Adit A Ginde, Charles J Gerardo	"[""TR002535""]"	NA	NA	NA	NA	NA	NA
10.1038/s41586-019-1523-6	Nature	31485080	https://www.ncbi.nlm.nih.gov/pubmed/?term=31485080	A unified mechanism for intron and exon definition and back-splicing	2019	NA	Xueni Li, Shiheng Liu, Lingdi Zhang, Aaron Issaian, Ryan C Hill, Sara Espinosa, Shasha Shi, Yanxiang Cui, Kalli Kappel, Rhiju Das, Kirk C Hansen, Z Hong Zhou, Rui Zhao	"[""CA046934""]"	NA	NA	NA	NA	NA	NA
10.14423/SMJ.0000000000001019	South Med J	31485582	https://www.ncbi.nlm.nih.gov/pubmed/?term=31485582	Patients Threatening Harm to Others Evaluated in the Emergency Department under the Florida Involuntary Hold Act (Baker Act)	2019	NA	Michael J Maniaci, M Caroline Burton, Christian Lachner, Tyler F Vadeboncoeur, Nancy L Dawson, Archana Roy, Adrian G Dumitrascu, Patricia C Lewis, Teresa A Rummans	"[""TR002535""]"	NA	NA	NA	NA	NA	NA
10.1111/pedi.12917	Pediatr Diabetes	31486162	https://www.ncbi.nlm.nih.gov/pubmed/?term=31486162	The association of sleep disturbances with glycemia and obesity in youth at risk for or with recently diagnosed type 2 diabetes	2019	adolescents; children; glucose; glycemia; hemoglobin A1c; hypersomnolence; hypertension; obesity; sleep apnea; sleep duration; sleep quality; sleepiness.	Babak Mokhlesi, Karla A Temple, Ashley H Tjaden, Sharon L Edelstein, Kristen J Nadeau, Tamara S Hannon, Shalini Manchanda, Susan Sam, Elena Barengolts, Kristina M Utzschneider, David A Ehrmann, Eve Van Cauter, RISE Consortium	"[""TR001857""]"	NA	NA	NA	NA	NA	NA
10.1044/2019_AJSLP-18-0155	Am J Speech Lang Pathol	31487475	https://www.ncbi.nlm.nih.gov/pubmed/?term=31487475	Communicative Use of Triadic Eye Gaze in Children With Down Syndrome, Autism Spectrum Disorder, and Other Intellectual and Developmental Disabilities	2019	NA	Laura J Hahn, Nancy C Brady, Theresa Versaci	"[""HD090216""]"	NA	NA	NA	NA	NA	NA
10.1016/j.socscimed.2019.112522	Soc Sci Med	31487567	https://www.ncbi.nlm.nih.gov/pubmed/?term=31487567	Mortality in parents after the death of a child	2019	Bereavement; Death of a child; Genetics; Mortality; Parents; Twins.	Jieun Song, Marsha R Mailick, Jan S Greenberg, Frank J Floyd	"[""HD090256""]"	NA	NA	NA	NA	NA	NA
10.1158/1535-7163.MCT-18-1334	Mol Cancer Ther	31488700	https://www.ncbi.nlm.nih.gov/pubmed/?term=31488700	First-in-Class Phosphorylated-p68 Inhibitor RX-5902 Inhibits β-Catenin Signaling and Demonstrates Antitumor Activity in Triple-Negative Breast Cancer	2019	NA	Anna Capasso, Stacey M Bagby, Kyrie L Dailey, Naomi Currimjee, Betelehem W Yacob, Anastasia Ionkina, Julie G Frank, Deog Joong Kim, Christina George, Young B Lee, Ely Benaim, Brian Gittleman, Sarah J Hartman, Aik Choon Tan, Jihye Kim, Todd M Pitts, S Gail Eckhardt, John J Tentler, Jennifer R Diamond	"[""CA046934""]"	NA	NA	NA	NA	NA	NA
10.1097/BSD.0000000000000874	Clin Spine Surg	31490244	https://www.ncbi.nlm.nih.gov/pubmed/?term=31490244	Defining Instability in Degenerative Spondylolisthesis: Surgeon Views	2019	NA	Nicholas Spina, Carlijn Schoutens, Brook I Martin, Darrel S Brodke, Brandon Lawrence, William Ryan Spiker	"[""TR002535""]"	NA	NA	NA	NA	NA	NA
10.1213/ANE.0000000000004383	Anesth Analg	31490255	https://www.ncbi.nlm.nih.gov/pubmed/?term=31490255	Predicting Risk of Perioperative Ischemic Optic Neuropathy in Spine Fusion Surgery: A Cohort Study Using the National Inpatient Sample	2020	NA	Shikhar H Shah, Yi-Fan Chen, Heather E Moss, Daniel S Rubin, Charlotte E Joslin, Steven Roth	"[""TR002389""]"	NA	NA	NA	NA	NA	NA
10.1111/jvp.12809	J Vet Pharmacol Ther	31490575	https://www.ncbi.nlm.nih.gov/pubmed/?term=31490575	The pharmacokinetics of cytarabine administered at three distinct subcutaneous dosing protocols in dogs with meningoencephalomyelitis of unknown origin	2019	Ara-C; canine; cytarabine; cytosine arabinoside; meningoencephalomyelitis of unknown origin.	Aslynn Jones, Stephanie McGrath, Daniel L Gustafson	"[""CA046934""]"	NA	NA	NA	NA	NA	NA
10.1097/DBP.0000000000000727	J Dev Behav Pediatr	31490843	https://www.ncbi.nlm.nih.gov/pubmed/?term=31490843	Increasing Access to Autism Spectrum Disorder Diagnostic Consultation in Rural and Underserved Communities: Streamlined Evaluation Within Primary Care	2020	NA	Jeffrey F Hine, Jessica Allin, Angela Allman, Michelle Black, Brooke Browning, Bobbie Ramsey, Amy Swanson, Zachary E Warren, Andrea Zawoyski, William Allen	"[""HD083211""]"	NA	NA	NA	NA	NA	NA
10.1016/j.nicl.2019.101916	Neuroimage Clin	31491833	https://www.ncbi.nlm.nih.gov/pubmed/?term=31491833	White and gray matter brain development in children and young adults with phenylketonuria	2019	Brain; Developmental trajectories; Executive abilities; Gray matter; Phenylketonuria; White matter.	Zoë Hawks, Anna M Hood, Dov B Lerman-Sinkoff, Joshua S Shimony, Jerrel Rutlin, Daniel Lagoni, Dorothy K Grange, Desirée A White	"[""HD087011""]"	NA	NA	NA	NA	NA	NA
10.1038/s41467-019-11880-9	Nat Commun	31492871	https://www.ncbi.nlm.nih.gov/pubmed/?term=31492871	SOX11 and SOX4 drive the reactivation of an embryonic gene program during murine wound repair	2019	NA	Qi Miao, Matthew C Hill, Fengju Chen, Qianxing Mo, Amy T Ku, Carlos Ramos, Elisabeth Sock, Véronique Lefebvre, Hoang Nguyen	"[""CA125123""]"	"[""GSE120827"", ""GSE120826"", ""GSE120825"", ""GSE120824"", ""GSE120773""]"	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE120827,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE120826,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE120825,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE120824,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE120773	"[""SRP163166""]"	https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP163166	NA	NA
10.1016/j.ahj.2019.08.002	Am Heart J	31493728	https://www.ncbi.nlm.nih.gov/pubmed/?term=31493728	A multi-national trial of a direct oral anticoagulant in children with cardiac disease: Design and rationale of the Safety of ApiXaban On Pediatric Heart disease On the preventioN of Embolism (SAXOPHONE) study	2019	NA	R Mark Payne, Kristin M Burns, Andrew C Glatz, Danshi Li, Xiaodong Li, Paul Monagle, Jane W Newburger, Elizabeth A Swan, Olivia Wheaton, Christoph Male, Pediatric Heart Network Investigators	"[""HL135691""]"	NA	NA	NA	NA	NA	NA
10.1016/j.bbr.2019.112214	Behav Brain Res	31494179	https://www.ncbi.nlm.nih.gov/pubmed/?term=31494179	Visual feedback during motor performance is associated with increased complexity and adaptability of motor and neural output	2019	Autism; Electroencephalography; Entropy; Sensorimotor integration; Stereotypy; motor control.	Robin L Shafer, Eli M Solomon, Karl M Newell, Mark H Lewis, James W Bodfish	"[""HD083211""]"	NA	NA	NA	NA	NA	NA
10.1016/j.neulet.2019.134483	Neurosci Lett	31494223	https://www.ncbi.nlm.nih.gov/pubmed/?term=31494223	Differential role of adenosine signaling cascade in acute and chronic pain	2019	Acute pain; Adenosine signaling; Chronic pain; Inflammation; Therapy.	Morayo G Adebiyi, Jeanne Manalo, Rodney E Kellems, Yang Xia	"[""HL137990""]"	NA	NA	NA	NA	NA	NA
10.1016/j.molcel.2019.07.034	Mol Cell	31495563	https://www.ncbi.nlm.nih.gov/pubmed/?term=31495563	Transcriptional Responses to IFN-γ Require Mediator Kinase-Dependent Pause Release and Mechanistically Distinct CDK8 and CDK19 Functions	2019	CDK19; CDK8; Mediator kinase; RNA polymerase II; STAT1; cortistatin A; eRNA; interferon; promoter-proximal pausing; transcription.	Iris Steinparzer, Vitaly Sedlyarov, Jonathan D Rubin, Kevin Eislmayr, Matthew D Galbraith, Cecilia B Levandowski, Terezia Vcelkova, Lucy Sneezum, Florian Wascher, Fabian Amman, Renata Kleinova, Heather Bender, Zdenek Andrysik, Joaquin M Espinosa, Giulio Superti-Furga, Robin D Dowell, Dylan J Taatjes, Pavel Kovarik	"[""AI150305"", ""CA117907""]"	"[""GSE129501""]"	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE129501	"[""SRP191474""]"	https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP191474	NA	NA
10.1021/acsabm.9b00380	ACS Appl Bio Mater	31497753	https://www.ncbi.nlm.nih.gov/pubmed/?term=31497753	Covalent Poly(lactic acid) Nanoparticles for the Sustained Delivery of Naloxone	2019	controlled release; covalent nanoparticles; drug delivery; naloxone; ring-opening polymerization.	Andrew J Kassick, Heather N Allen, Saigopalakrishna S Yerneni, Fathima Pary, Marina Kovaliov, Cooper Cheng, Marco Pravetoni, Nestor D Tomycz, Donald M Whiting, Toby L Nelson, Michael Feasel, Phil G Campbell, Benedict Kolber, Saadyah Averick	"[""TR001857""]"	NA	NA	NA	NA	NA	NA
10.1093/brain/awz206	Brain	31497858	https://www.ncbi.nlm.nih.gov/pubmed/?term=31497858	Sex differences in the genetic predictors of Alzheimer's pathology	2019	Alzheimer’s disease; beta-amyloid; genome-wide association study; neuropathology; tau.	Logan Dumitrescu, Lisa L Barnes, Madhav Thambisetty, Gary Beecham, Brian Kunkle, William S Bush, Katherine A Gifford, Lori B Chibnik, Shubhabrata Mukherjee, Philip L De Jager, Walter Kukull, Paul K Crane, Susan M Resnick, C Dirk Keene, Thomas J Montine, Gerard D Schellenberg, Yuetiva Deming, Michael J Chao, Matt Huentelman, Eden R Martin, Kara Hamilton-Nelson, Leslie M Shaw, John Q Trojanowski, Elaine R Peskind, Carlos Cruchaga, Margaret A Pericak-Vance, Alison M Goate, Nancy J Cox, Jonathan L Haines, Henrik Zetterberg, Kaj Blennow, Eric B Larson, Sterling C Johnson, Marilyn Albert, Alzheimer’s Disease Genetics Consortium and the Alzheimer’s Disease Neuroimaging Initiative, David A Bennett, Julie A Schneider, Angela L Jefferson, Timothy J Hohman	"[""HD083211""]"	NA	NA	NA	NA	NA	NA
10.1017/thg.2019.55	Twin Res Hum Genet	31498059	https://www.ncbi.nlm.nih.gov/pubmed/?term=31498059	Longitudinal Research at the Interface of Affective Neuroscience, Developmental Psychopathology, Health and Behavioral Genetics: Findings from the Wisconsin Twin Project	2019	behavior genetics; developmental psychopathology; longitudinal; neuroimaging; sensory; temperament; twins.	Nicole L Schmidt, Rebecca J Brooker, Ian C Carroll, Jeffrey R Gagne, Zhan Luo, Elizabeth M Planalp, Katherine L Sarkisian, Cory K Schmidt, Carol A Van Hulle, Kathryn Lemery-Chalfant, H H Goldsmith	"[""HD090256""]"	NA	NA	NA	NA	NA	NA
10.1016/j.jpeds.2019.07.065	J Pediatr	31500861	https://www.ncbi.nlm.nih.gov/pubmed/?term=31500861	Inflammatory Bowel Disease in Children with Elevated Serum Gamma Glutamyltransferase Levels	2019	biomarkers; pediatrics; primary sclerosing cholangitis; ulcerative colitis.	Abin Chandrakumar, Rachael Loeppky, Mark Deneau, Wael El-Matary	"[""TR002539""]"	NA	NA	NA	NA	NA	NA
10.1542/peds.2019-0933	Pediatrics	31501235	https://www.ncbi.nlm.nih.gov/pubmed/?term=31501235	Building Trust: Clergy and the Call to Eliminate Religious Exemptions	2019	NA	Joshua T B Williams, Abraham M Nussbaum, Sean T O'Leary	"[""TR002535""]"	NA	NA	NA	NA	NA	NA
10.1097/AOG.0000000000003448	Obstet Gynecol	31503149	https://www.ncbi.nlm.nih.gov/pubmed/?term=31503149	Outcomes of a Staged Midurethral Sling Strategy for Stress Incontinence and Pelvic Organ Prolapse	2019	NA	Lauren E Giugale, Charelle M Carter-Brooks, James H Ross, Jonathan P Shepherd, Halina M Zyczynski	"[""TR001857""]"	NA	NA	NA	NA	NA	NA
10.1097/AOG.0000000000003452	Obstet Gynecol	31503152	https://www.ncbi.nlm.nih.gov/pubmed/?term=31503152	Relationship Between Etonogestrel Concentrations and Bleeding Patterns in Contraceptive Implant Users	2019	NA	Aaron Lazorwitz, Christina L Aquilante, Eva Dindinger, Margaret Harrison, Jeanelle Sheeder, Stephanie Teal	"[""TR002535""]"	NA	NA	NA	NA	NA	NA
10.1097/MPG.0000000000002489	J Pediatr Gastroenterol Nutr	31503218	https://www.ncbi.nlm.nih.gov/pubmed/?term=31503218	Neurodevelopmental Outcomes in Preschool and School Aged Children With Biliary Atresia and Their Native Liver	2020	NA	James E Squires, Vicky Lee Ng, Kieran Hawthorne, Lisa L Henn, Lisa G Sorensen, Emily M Fredericks, Estella M Alonso, Karen F Murray, Kathleen M Loomes, Saul J Karpen, Laurel A Cavallo, Jean P Molleston, Jorge A Bezerra, Philip Rosenthal, Robert H Squires, Kasper S Wang, Kathleen B Schwarz, Ronen Arnon, John C Magee, Ronald J Sokol, Childhood Liver Disease Research Network (ChiLDReN)	"[""TR001857"", ""TR002535""]"	NA	NA	NA	NA	NA	NA
10.1210/en.2019-00442	Endocrinology	31504401	https://www.ncbi.nlm.nih.gov/pubmed/?term=31504401	Genomic Function of Estrogen Receptor β in Endometriosis	2019	NA	Sang Jun Han, Jiyeun E Lee, Yeon Jean Cho, Mi Jin Park, Bert W O'Malley	"[""CA125123""]"	"[""GSE114047"", ""GSE114010""]"	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE114047,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE114010	"[""SRP144631""]"	https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP144631	NA	NA
10.1186/s13148-019-0707-0	Clin Epigenetics	31506096	https://www.ncbi.nlm.nih.gov/pubmed/?term=31506096	Impact of a diet and activity health promotion intervention on regional patterns of DNA methylation	2019	DNA methylation; Diet; Lifestyle; Physical activity; Randomized trial.	Elizabeth Hibler, Lei Huang, Jorge Andrade, Bonnie Spring	"[""TR002389""]"	NA	NA	NA	NA	NA	NA
10.1002/hep.30937	Hepatology	31506976	https://www.ncbi.nlm.nih.gov/pubmed/?term=31506976	Vitamin D Receptor Activation in Liver Macrophages Ameliorates Hepatic Inflammation, Steatosis, and Insulin Resistance in Mice	2020	NA	Bingning Dong, Ying Zhou, Wei Wang, Jessica Scott, KangHo Kim, Zhen Sun, Qi Guo, Yang Lu, Naomi M Gonzales, Huaizhu Wu, Sean M Hartig, Robert Brian York, Feng Yang, David D Moore	"[""CA125123""]"	NA	NA	NA	NA	NA	NA
10.1161/STROKEAHA.119.026187	Stroke	31510896	https://www.ncbi.nlm.nih.gov/pubmed/?term=31510896	Building a Career as a Pediatric Stroke Neurologist	2019	blood transfusion; pediatrics; risk factors; stroke; thrombophilia.	Heather J Fullerton, Vijeya Ganesan, Lori C Jordan, Adam Kirton, Mark T Mackay, Maja Steinlin	"[""HD083211""]"	NA	NA	NA	NA	NA	NA
10.1352/1944-7558-124.5.411	Am J Intellect Dev Disabil	31512951	https://www.ncbi.nlm.nih.gov/pubmed/?term=31512951	Positive Emotional Support in Premutation Carrier Mothers of Adolescents and Adults With Fragile X Syndrome: Gene by Environment Interactions	2019	CGG repeat; FMR1; fragile X syndrome; health; permutation; support.	Sigan L Hartley, Leann S DaWalt, Jinkuk Hong, Jan S Greenberg, Marsha R Mailick	"[""HD090256""]"	NA	NA	NA	NA	NA	NA
